97.0 227.6
97.0 232.9 
97.0 280.2
97.0 418.5
97.0 427.9
97.0 485.0
97.0 544.6
97.0 636.6
97.0 706.2
97.0 748.8
227.6 427.9
227.6 636.6
227.6 748.8
227.6 97.0
232.9 1799.3
232.9 280.2
232.9 418.5
232.9 427.9
232.9 485.0
232.9 544.6
232.9 636.6
232.9 706.2
232.9 734.8
232.9 748.8
232.9 97.0
280.2 1799.3
280.2 232.9
280.2 427.9
280.2 427.9
280.2 636.6
280.2 636.6
280.2 734.8
280.2 748.8
280.2 97.0
418.5 1799.3
418.5 232.9
418.5 427.9
418.5 427.9
418.5 636.6
418.5 636.6
418.5 734.8
418.5 748.8
418.5 97.0
427.9 1799.3
427.9 227.6
427.9 232.9
427.9 280.2
427.9 418.5
427.9 485.0
427.9 544.6
427.9 565.0
427.9 636.6
427.9 706.2
427.9 734.8
427.9 748.8
427.9 97.0
485.0 1799.3
485.0 232.9
485.0 427.9
485.0 427.9
485.0 544.6
485.0 636.6
485.0 636.6
485.0 734.8
485.0 748.8
485.0 97.0
544.6 1799.3
544.6 232.9
544.6 427.9
544.6 485.0
544.6 636.6
544.6 706.2
544.6 734.8
544.6 748.8
544.6 97.0
565.0 427.9
565.0 636.6
565.0 734.8
636.6 1799.3 
636.6 227.6
636.6 232.9
636.6 280.2
636.6 418.5
636.6 427.9
636.6 485.0
636.6 544.6
636.6 565.0
636.6 706.2
636.6 734.8
636.6 748.8
636.6 97.0
706.2 1799.3
706.2 232.9
706.2 427.9
706.2 427.9
706.2 544.6
706.2 636.6
706.2 636.6
706.2 734.8
706.2 748.8
706.2 97.0
734.8 1799.3
734.8 232.9
734.8 280.2
734.8 418.5
734.8 427.9
734.8 485.0
734.8 544.6
734.8 565.0
734.8 636.6
734.8 706.2
748.8 227.6
748.8 232.9
748.8 280.2
748.8 418.5
748.8 427.9
748.8 485.0
748.8 544.6
748.8 636.6
748.8 706.2
748.8 97.0
1799.3 232.9
1799.3 280.2
1799.3 418.5
1799.3 427.9
1799.3 485.0
1799.3 544.6
1799.3 636.6
1799.3 706.2
1799.3 734.8
