573         449      
41          775       
52          775       
775         41        
775         52        
2319        306       
3402        264      
41          52        
41          264       
41          449       
41          591       
41          645       
41          832       
41          928       
41          942       
41          1103      
41          1137      
41          1322      
41          1363      
41          1756      
41          2151      
52          41        
52          449       
52          591       
52          832       
52          1363      
264         41        
264         380       
264         622       
264         775       
264         872       
264         1506      
264         1764      
264         2829      
306         380       
306         622       
306         775       
306         872       
306         1112      
306         1322      
306         1492      
306         1506      
306         2319      
306         2460      
306         2829      
306         2836      
306         2949      
306         3178      
342         1032      
380         306       
380         501       
432         449       
449         41        
449         52        
449         432       
449         573       
449         582       
449         674       
449         699       
449         827       
449         844       
449         890       
449         925       
449         1112      
449         1374      
449         1384      
449         1463      
449         1534      
449         1545      
449         1559      
449         2037      
449         2104      
449         2359      
449         2363      
449         2466      
449         2501      
449         2514      
449         2596      
449         2787      
449         2882      
449         3386      
449         3402      
458         1100      
495         414       
495         1197      
495         1611      
501         380       
501         510       
501         622       
501         775       
501         872       
501         1112      
501         1322      
501         1492      
501         1506      
501         2319      
501         2460      
501         2604      
501         2829      
501         2836      
501         2949      
501         3178      
573         449       
573         745       
573         1463      
591         41        
591         52        
591         1448      
591         1554      
622         41        
622         264       
622         306       
622         501       
622         1032      
645         42        
745         573       
775         264       
775         306       
775         501       
775         2460      
827         52        
827         449       
827         706       
827         942       
827         1363      
827         1463      
827         2460      
832         41        
832         52        
832         1363      
872         41        
872         52        
872         264       
872         306       
872         501       
885         41        
925         41        
925         449       
925         633       
925         1112      
925         1363      
942         41        
942         2151      
961         1032      
1103        41        
1103        667       
1112        41        
1112        306       
1112        380       
1112        501       
1112        925       
1137        41        
1322        41        
1322        306       
1322        449       
1322        501       
1322        928       
1363        41        
1363        52        
1363        832       
1363        928       
1448        842       
1463        449       
1463        573       
1463        827       
1463        1023      
1492        306       
1492        501       
1506        264       
1506        306       
1506        501       
1559        42        
1559        264       
1559        449       
2104        449       
2151        41        
2151        942       
2151        984       
2319        449       
2319        501       
2319        510       
2360        449       
2363        449       
2460        306       
2460        501       
2460        827       
2460        1277      
2501        254       
2501        449       
2514        449       
2596        449       
2604        306       
2604        501       
2787        449       
2829        264       
2829        306       
2829        501       
2836        306       
2836        501       
2882        449       
2949        264       
2949        306       
2949        449       
2949        501       
3178        306       
3178        501       
3386        449       
3402        264       
3402        449       
3542        449       
